CODE_DEPARTEMENT;NOM_DEPARTEMENT;;POPULATION;SUPERFICIE;COORDONNEE
51;MARNE;;231;2590.0;47.6842596362, -2.21451256864
51;MARNE;;291;1012.0;47.9194192936, -2.82055398267
51;MARNE;;143;619.0;47.9261485472, -3.04567314316
51;MARNE;;178;565.0;48.0421189645, -2.4048738983
51;MARNE;;1918;321.0;48.0433477742, -2.99128872272
51;MARNE;;153;360.0;48.0353504374, -3.27138279024
2;AISNE;;103;439.0;47.9342424609, -2.89878436569
89;YONNE;;497;3050.0;47.7803272164, -2.51284511222
10;AUBE;;105;716.0;47.861306842, -2.88736144781
89;YONNE;;173;1180.0;47.7256005172, -2.27972546378
89;YONNE;;2273;3872.0;48.1408186239, -3.60730142895
89;YONNE;;403;764.0;47.9577577966, -2.29276785341
89;YONNE;;295;2230.0;47.8448171771, -3.26521394492
21;COTE-D'OR;;66;946.0;47.7459010287, -2.25369844698
21;COTE-D'OR;;204;2510.0;48.1408186239, -3.60730142895
21;COTE-D'OR;;154;1561.0;47.8381514679, -2.63978588385
40;LANDES;;1849;1469.0;47.6329593303, -2.52470442653
5;HAUTES-ALPES;;805;3748.0;47.6898452607, -2.5432688091
55;MEUSE;;609;3421.0;48.0567762587, -3.41394764032
88;VOSGES;;972;1204.0;47.9367459556, -2.56493194219
54;MEURTHE-ET-MOSELLE;;541;925.0;47.9309084612, -2.39915399793
52;HAUTE-MARNE;;139;1307.0;47.5542633582, -2.5567752233
57;MOSELLE;;165;739.0;48.0421189645, -2.4048738983
54;MEURTHE-ET-MOSELLE;;2424;402.0;47.6611862138, -2.45259662562
55;MEUSE;;56;786.0;48.0129876595, -2.32815212931
55;MEUSE;;635;1582.0;47.7482666165, -3.07652968421
52;HAUTE-MARNE;;326;1677.0;47.9048194747, -2.12182639962
54;MEURTHE-ET-MOSELLE;;415;1373.0;47.7360118255, -3.23581408299
52;HAUTE-MARNE;;168;3727.0;48.1287769641, -2.98086305387
57;MOSELLE;;862;652.0;48.0421189645, -2.4048738983
88;VOSGES;;5774;1219.0;48.0421189645, -2.4048738983
68;HAUT-RHIN;;1028;1789.0;47.8640356506, -2.31869257036
52;HAUTE-MARNE;;116;1410.0;48.0834097423, -2.28417256412
67;BAS-RHIN;;920;1682.0;48.0834097423, -2.28417256412
52;HAUTE-MARNE;;3926;5510.0;44.8115039454, -0.780149398933
54;MEURTHE-ET-MOSELLE;;582;2243.0;45.2885333456, -0.866595814689
67;BAS-RHIN;;440;1497.0;43.6061716639, -0.407248699338
55;MEUSE;;940;1113.0;43.7044970937, -0.261529041856
54;MEURTHE-ET-MOSELLE;;2983;1339.0;44.1255067181, -0.250227877745
55;MEUSE;;359;2053.0;43.6385976873, -0.486404262836
52;HAUTE-MARNE;;95;1485.0;43.658841047, -0.459471016837
88;VOSGES;;445;1940.0;43.7868055581, -0.706928158092
55;MEUSE;;265;3086.0;43.7806984654, -1.2171931873
54;MEURTHE-ET-MOSELLE;;558;940.0;43.8425338045, -0.791476372143
88;VOSGES;;86;493.0;43.608908463, -0.789739354279
67;BAS-RHIN;;954;672.0;44.0271118654, -0.909439527246
70;HAUTE-SAONE;;212;698.0;43.7222421438, -0.602778603078
25;DOUBS;;244;1133.0;43.6511951346, -0.916627083445
58;NIEVRE;;343;2499.0;43.5718818696, -0.931483366519
25;DOUBS;;11;286.0;47.8751420663, -3.02069658804
70;HAUTE-SAONE;;107;1560.0;48.0567762587, -3.41394764032
58;NIEVRE;;448;3668.0;47.8035862598, -2.41901871226
71;SAONE-ET-LOIRE;;493;830.0;47.8548197668, -2.83433281359
71;SAONE-ET-LOIRE;;1156;1957.0;48.0567762587, -3.41394764032
25;DOUBS;;5182;2538.0;47.8640356506, -2.31869257036
88;VOSGES;;7766;1718.0;47.8791787746, -2.77241358892
55;MEUSE;;257;2544.0;48.0834097423, -2.28417256412
68;HAUT-RHIN;;110755;2238.0;47.7502539349, -3.18768807652
88;VOSGES;;454;2069.0;47.7032835314, -2.65130842801
67;BAS-RHIN;;9227;1069.0;47.9908782798, -2.38500324625
54;MEURTHE-ET-MOSELLE;;118;648.0;43.1377743063, -0.254842892566
88;VOSGES;;173;1708.0;43.2752021198, -0.976451484727
67;BAS-RHIN;;788;721.0;43.2860221646, -0.159629023755
71;SAONE-ET-LOIRE;;206;1624.0;43.4209370744, -0.145145931544
21;COTE-D'OR;;343;3301.0;43.2664507569, -0.209843716754
21;COTE-D'OR;;1178;1263.0;43.2664507569, -0.209843716754
71;SAONE-ET-LOIRE;;316;1226.0;43.3385416153, -0.172853442095
21;COTE-D'OR;;21806;3112.0;43.441212664, -0.165348589677
71;SAONE-ET-LOIRE;;32917;2704.0;47.7659913796, -0.32525783867
71;SAONE-ET-LOIRE;;239;584.0;48.066548741, 0.118980477676
39;JURA;;529;1110.0;47.7869470245, -0.119207787621
21;COTE-D'OR;;309;758.0;48.2274371308, 0.676658147575
50;MANCHE;;777;2055.0;47.8651720377, -0.205892312025
50;MANCHE;;606;848.0;47.8271226423, 0.0761773659983
14;CALVADOS;;739;891.0;47.8436403011, -0.148224860709
14;CALVADOS;;512;790.0;48.0182026569, -0.191818024437
50;MANCHE;;146;1514.0;47.8247309945, -0.0196738564717
50;MANCHE;;3321;7370.0;47.7301611769, -0.328246599307
14;CALVADOS;;459;2143.0;47.8440547784, -0.200466077584
50;MANCHE;;607;2180.0;47.7625921654, 0.656485709393
50;MANCHE;;551;2078.0;47.8259274092, -0.389742107424
50;MANCHE;;1223;1354.0;47.8183402681, -0.237736324571
14;CALVADOS;;1076;1770.0;48.2340988268, 0.154594858014
50;MANCHE;;418;1292.0;47.8271226423, 0.0761773659983
14;CALVADOS;;715;2385.0;46.892603456, -1.25037724224
50;MANCHE;;5691;1893.0;46.7358233206, -1.38511673826
76;SEINE-MARITIME;;1302;1872.0;46.8627189763, -1.2619634197
14;CALVADOS;;690;1342.0;46.8197967399, -1.99336496393
50;MANCHE;;4238;3303.0;46.6777020891, -0.851266788912
50;MANCHE;;1574;1171.0;46.3740050283, -1.08536585174
50;MANCHE;;610;1669.0;46.8203853917, -1.76473972589
14;CALVADOS;;174;813.0;46.5257686133, -0.996652023844
50;MANCHE;;417;1402.0;46.5257686133, -0.996652023844
97;GUYANE;;10358;30857.0;46.8619975618, -0.924407857436
97;GUYANE;;20689;5114.0;46.7199557449, -1.17842552047
62;PAS-DE-CALAIS;;815;1183.0;46.6439816759, -0.805848456627
62;PAS-DE-CALAIS;;3008;780.0;46.7199557449, -1.17842552047
62;PAS-DE-CALAIS;;492;1194.0;46.892603456, -1.25037724224
62;PAS-DE-CALAIS;;606;1460.0;46.9660975051, -1.25099237077
62;PAS-DE-CALAIS;;712;759.0;46.8703207706, -1.01720000732
2;AISNE;;1278;1075.0;46.5378344121, -0.882185082345
62;PAS-DE-CALAIS;;826;627.0;47.0018390888, -1.33167939307
62;PAS-DE-CALAIS;;3891;1688.0;46.554142133, -1.06126324427
80;SOMME;;837;1645.0;46.9847459362, -1.23055034891
62;PAS-DE-CALAIS;;655;648.0;46.9847459362, -1.23055034891
80;SOMME;;494;1150.0;49.6397578761, 0.634011795646
59;NORD;;2347;715.0;49.6397578761, 0.634011795646
59;NORD;;10737;925.0;49.7493846276, 0.641434634317
59;NORD;;2852;1637.0;49.8075446807, 1.44988541062
62;PAS-DE-CALAIS;;3401;445.0;49.6215066464, 0.613879688631
62;PAS-DE-CALAIS;;183;960.0;49.6778183693, 0.30604039011
59;NORD;;775;643.0;49.8107077838, 0.90934886544
59;NORD;;1132;1891.0;49.7316199339, 1.09790026872
80;SOMME;;1228;2088.0;49.5499613033, 1.2886869229
2;AISNE;;9348;3399.0;48.772335337, 1.67250813136
80;SOMME;;808;1076.0;46.2645286737, -0.628317520843
2;AISNE;;170;747.0;46.840250131, -0.495951831017
80;SOMME;;300;739.0;46.821366451, -0.667725649197
25;DOUBS;;433;176.0;46.2084312168, -0.0931463276191
47;LOT-ET-GARONNE;;535;1232.0;46.3244073694, -0.0351544457899
21;COTE-D'OR;;231;384.0;46.7960708702, -0.355250195388
3;ALLIER;;1023;2357.0;46.8366288511, -0.620625483609
40;LANDES;;599;1864.0;46.3441342158, -0.0813618365555
49;MAINE-ET-LOIRE;;2953;6612.0;46.8299803666, -0.352195409102
80;SOMME;;673;1547.0;46.5370642958, -0.440383743563
65;HAUTES-PYRENEES;;939;1061.0;46.3942998054, -0.0583425559507
85;VENDEE;;1710;2946.0;46.2923574786, 0.115562064234
85;VENDEE;;2585;2650.0;46.4470357613, -0.349145712219
65;HAUTES-PYRENEES;;100;274.0;46.2637826224, -0.711696359682
2A;CORSE-DU-SUD;;470;1072.0;46.5710976597, -0.307822343421
33;GIRONDE;;6350;3475.0;46.1565456583, -0.104528021789
11;AUDE;;289;1195.0;46.5565882872, -0.370574777421
49;MAINE-ET-LOIRE;;144;537.0;46.770537263, -0.649080303988
42;LOIRE;;1205;832.0;46.770537263, -0.649080303988
53;MAYENNE;;1924;3704.0;46.840250131, -0.495951831017
4;ALPES-DE-HAUTE-PROVENCE;;234;1136.0;46.770537263, -0.649080303988
38;ISERE;;250;584.0;46.6929986887, -0.499172202457
2;AISNE;;671;592.0;46.48355539, -0.59698845916
80;SOMME;;157;484.0;46.925800971, -0.753088327639
2B;HAUTE-CORSE;;160;4238.0;46.6319466834, -0.577235482324
59;NORD;;876;645.0;46.0980700768, -0.0439629141593
71;SAONE-ET-LOIRE;;123;207.0;46.2084312168, -0.0931463276191
73;SAVOIE;;1146;301.0;46.8803311946, -0.0937621139693
38;ISERE;;402;713.0;46.8366288511, -0.620625483609
61;ORNE;;570;552.0;47.03346935, -0.50915807495
24;DORDOGNE;;492;2303.0;46.9589629027, -0.436595953572
44;LOIRE-ATLANTIQUE;;6633;1135.0;46.471303414, -0.328197055802
68;HAUT-RHIN;;5747;957.0;46.4594623163, -0.464252396754
47;LOT-ET-GARONNE;;341;581.0;46.6329587068, -0.616982378537
66;PYRENEES-ORIENTALES;;31;2046.0;46.9362065845, -0.591571518221
22;COTES-D'ARMOR;;695;1446.0;46.2526108481, -0.537430570144
37;INDRE-ET-LOIRE;;134978;3336.0;47.0446116696, -0.355331971173
25;DOUBS;;2031;730.0;46.840250131, -0.495951831017
11;AUDE;;181;727.0;46.840250131, -0.495951831017
65;HAUTES-PYRENEES;;435;1021.0;46.72061298, -0.554685078337
50;MANCHE;;386;503.0;46.7249451231, -0.587502184659
36;INDRE;;1456;6766.0;46.7829689416, -0.677278441238
80;SOMME;;377;1293.0;50.1061691965, 2.33368165432
81;TARN;;112;417.0;49.8097187328, 2.38193274214
17;CHARENTE-MARITIME;;742;968.0;49.7305272489, 2.74670051554
49;MAINE-ET-LOIRE;;3046;4955.0;49.6621920864, 2.6187298159
22;COTES-D'ARMOR;;372;3232.0;50.0802835709, 2.71130943943
38;ISERE;;560;1328.0;49.6855796928, 2.47057523756
67;BAS-RHIN;;2829;356.0;49.9650958283, 2.4074694609
71;SAONE-ET-LOIRE;;1555;1222.0;43.8481959133, 1.98085357468
13;BOUCHES-DU-RHONE;;34405;2356.0;43.90318368, 1.8967431827
9;ARIEGE;;116;256.0;43.5360460391, 2.10477974027
1;AIN;;429;1020.0;43.8507921139, 1.80101277203
70;HAUTE-SAONE;;476;1012.0;43.8028351441, 2.25961747669
32;GERS;;99;919.0;43.4512793129, 2.06272679969
29;FINISTERE;;794;625.0;44.1005680078, 2.31248572703
71;SAONE-ET-LOIRE;;484;395.0;46.7791611766, -1.06159249187
74;HAUTE-SAVOIE;;628;1800.0;46.7975257829, -1.12869398785
33;GIRONDE;;1384;3081.0;46.7975257829, -1.12869398785
33;GIRONDE;;296;409.0;46.8533642784, 0.542397146277
57;MOSELLE;;1134;492.0;46.3603056318, 0.608602395192
54;MEURTHE-ET-MOSELLE;;425;937.0;46.4418794069, 0.162827402136
69;RHONE;;2068;865.0;46.1643366336, 0.180357209687
80;SOMME;;1288;735.0;46.5768480691, 0.776836997061
40;LANDES;;439;1283.0;46.278084995, 0.527601693629
19;CORREZE;;208;509.0;46.1063307292, 1.3662733992
9;ARIEGE;;103;589.0;45.8086122361, 1.25704044025
32;GERS;;215;712.0;45.8066826876, 1.28314359819
64;PYRENEES-ATLANTIQUES;;219;457.0;45.6151469543, 1.21480268832
44;LOIRE-ATLANTIQUE;;2436;3763.0;45.8024670131, 0.936698838588
59;NORD;;17476;460.0;45.4842350027, 1.19162369588
71;SAONE-ET-LOIRE;;92;222.0;48.2712491324, 7.0536886863
85;VENDEE;;605;1645.0;48.2159496316, 5.92054358669
36;INDRE;;1572;1783.0;48.0831927271, 3.70224829247
24;DORDOGNE;;251;884.0;48.0913574986, 3.7687623021
40;LANDES;;1745;764.0;48.0337722576, 3.74556862219
42;LOIRE;;3204;599.0;48.1661657613, 3.5883483651
83;VAR;;5751;530.0;47.6504942381, 3.98583767031
21;COTE-D'OR;;158;1520.0;48.1738779259, 3.03000432716
3;ALLIER;;352;2371.0;47.8495784081, 3.2676003439
9;ARIEGE;;2714;406.0;47.756217154, 4.10652208462
59;NORD;;21272;290.0;48.0333018895, 3.56667000447
36;INDRE;;240;3787.0;47.7295870614, 3.95828332674
49;MAINE-ET-LOIRE;;137;997.0;47.7352059143, 3.29775237735
2B;HAUTE-CORSE;;115;2543.0;47.9064043679, 3.78245310807
16;CHARENTE;;196;904.0;48.0358064979, 3.70673377863
57;MOSELLE;;430;921.0;48.3512340713, 3.4050388966
37;INDRE-ET-LOIRE;;1917;3914.0;48.6276975901, 2.09700720441
53;MAYENNE;;2069;4264.0;48.9827592458, 2.55544857004
69;RHONE;;715;1074.0;49.1262942675, 1.89016276606
31;HAUTE-GARONNE;;1781;715.0;27.5276670002, -1.77253568374
70;HAUTE-SAONE;;423;327.0;27.5850971756, -1.77098235451
80;SOMME;;237;456.0;27.6213275338, -1.91429877552
84;VAUCLUSE;;512;500.0;27.6661651128, -2.02754701634
79;DEUX-SEVRES;;184;793.0;27.6661651128, -2.02754701634
70;HAUTE-SAONE;;176;1521.0;27.45580378, -1.8538232171
73;SAVOIE;;817;1358.0;27.6143337776, -2.09962215498
40;LANDES;;214;714.0;50.9764821618, 2.49285678508
22;COTES-D'ARMOR;;1148;2921.0;49.4638918697, 3.44656565305
26;DROME;;284;1558.0;49.6536273698, 3.33424934942
22;COTES-D'ARMOR;;1743;505.0;49.3715334761, 3.35034095574
61;ORNE;;756;1092.0;50.0126759065, 3.69939200981
70;HAUTE-SAONE;;89;610.0;50.033299995, 3.7166700065
18;CHER;;278;2371.0;49.4333000023, 3.36667000131
55;MEUSE;;200;769.0;49.0361577336, 3.39927304374
6;ALPES-MARITIMES;;89;3139.0;49.0444436532, 3.40230057789
22;COTES-D'ARMOR;;561;2564.0;49.6050266438, 3.22240432559
32;GERS;;178;1027.0;49.6135019682, 3.23425000471
65;HAUTES-PYRENEES;;52;343.0;49.610001968, 3.23000000471
64;PYRENEES-ATLANTIQUES;;455;1198.0;49.6162021928, 3.21839569274
61;ORNE;;142;1057.0;49.041452971, 3.42009208056
24;DORDOGNE;;1990;1812.0;49.4000000004, 3.96667001005
58;NIEVRE;;558;1082.0;49.3970534672, 3.33025300019
49;MAINE-ET-LOIRE;;7110;2764.0;49.4430420486, 4.03831271488
56;MORBIHAN;;2069;5144.0;49.8488557966, 3.19771055301
29;FINISTERE;;7692;8051.0;49.9487019839, 3.42895000466
70;HAUTE-SAONE;;346;787.0;49.8241737659, 3.26919150845
80;SOMME;;142;607.0;49.8488557966, 3.19771055301
54;MEURTHE-ET-MOSELLE;;175;699.0;49.8057019772, 3.33150000469
35;ILLE-ET-VILAINE;;1389;942.0;49.5844843123, 3.64612595609
54;MEURTHE-ET-MOSELLE;;71;626.0;49.5694330491, 3.63495346138
11;AUDE;;1982;1094.0;49.5694330491, 3.63495346138
2B;HAUTE-CORSE;;144;2159.0;49.5797019667, 3.65175000455
13;BOUCHES-DU-RHONE;;60949;1637.0;49.7379792387, 3.77508099057
35;ILLE-ET-VILAINE;;1876;788.0;49.3832999984, 3.18333000095
24;DORDOGNE;;151;1132.0;49.3957709311, 3.11071849276
57;MOSELLE;;292;531.0;49.3724013163, 3.0971177285
41;LOIR-ET-CHER;;2993;1840.0;49.8676933858, 3.32980912745
44;LOIRE-ATLANTIQUE;;1627;2242.0;49.8628827404, 3.31400464144
57;MOSELLE;;491;554.0;49.6832999989, 3.56667000798
35;ILLE-ET-VILAINE;;1096;451.0;49.8652799477, 3.32746015746
15;CANTAL;;302;1710.0;49.1937138001, 3.2879439073
38;ISERE;;8247;850.0;49.3750175147, 3.32788663141
50;MANCHE;;27;217.0;49.9804244752, 3.63524092349
86;VIENNE;;133;445.0;49.2200019493, 3.24000000467
1;AIN;;20;695.0;49.4034530714, 2.37772732376
30;GARD;;547;1314.0;49.3887605346, 1.99937629305
62;PAS-DE-CALAIS;;153;306.0;49.3903368918, 2.25117486123
26;DROME;;1719;1831.0;49.4361799557, 2.08635966388
74;HAUTE-SAVOIE;;602;783.0;49.4177336299, 2.11615002393
89;YONNE;;141;486.0;49.4346395796, 2.06771758007
21;COTE-D'OR;;242;1143.0;49.4225944181, 2.10710940373
61;ORNE;;248;778.0;49.1946070983, 2.20626072667
67;BAS-RHIN;;321;420.0;49.3009376602, 2.60376887519
55;MEUSE;;59;933.0;49.6295272377, 2.31134913066
90;TERRITOIRE DE BELFORT;;135;540.0;49.3790967716, 2.41318917006
25;DOUBS;;31;425.0;49.3758304107, 2.51294275961
55;MEUSE;;211;1120.0;49.2625179293, 1.87899873025
52;HAUTE-MARNE;;101;872.0;49.3724127712, 2.65168435338
31;HAUTE-GARONNE;;25;372.0;49.4401640357, 2.85239328307
21;COTE-D'OR;;88;833.0;49.4167558741, 2.82616200887
19;CORREZE;;252;2749.0;49.4288968295, 2.85947434243
46;LOT;;223;1861.0;49.4562302222, 2.81634168234
81;TARN;;148;2015.0;49.2523837139, 2.48640275669
11;AUDE;;47068;6514.0;49.2167000027, 2.8000000069
30;GARD;;175;3021.0;49.2332345506, 2.90266479717
82;TARN-ET-GARONNE;;5155;1353.0;49.4882717139, 2.98811102576
12;AVEYRON;;826;4402.0;49.2210297224, 2.89855218499
34;HERAULT;;2326;1856.0;49.302901953, 1.77599000522
9;ARIEGE;;338;1262.0;49.2340721545, 2.30573989784
66;PYRENEES-ORIENTALES;;44;2992.0;49.6478121822, 1.84461259463
32;GERS;;1126;3490.0;49.4922993875, 2.67433173414
81;TARN;;2882;3416.0;49.2961983671, 2.44544379234
81;TARN;;451;3029.0;49.3307665166, 2.46532430925
11;AUDE;;5653;3734.0;49.3297175501, 2.46331484621
46;LOT;;522;1637.0;49.2365762535, 2.13617849023
81;TARN;;11890;5752.0;49.3633019561, 2.76220000486
48;LOZERE;;194;6989.0;49.2480019505, 2.43700000497
31;HAUTE-GARONNE;;216;1883.0;49.2546722644, 2.43669569313
66;PYRENEES-ORIENTALES;;1204;4494.0;49.4542081516, 3.06583876074
30;GARD;;440;2309.0;49.4817544919, 2.57637877428
46;LOT;;407;2341.0;49.275799182, 2.46038152844
11;AUDE;;103;1304.0;49.5759164348, 3.02341577892
32;GERS;;940;4306.0;49.5781443177, 2.99424537477
11;AUDE;;461;3188.0;49.4365483297, 1.9080909469
81;TARN;;443;2435.0;49.3043530234, 2.57750425349
65;HAUTES-PYRENEES;;537;2629.0;49.3287323625, 2.44138872776
65;HAUTES-PYRENEES;;980;5090.0;49.5102127246, 2.92274587645
82;TARN-ET-GARONNE;;249;1393.0;49.4977018981, 2.92741309064
12;AVEYRON;;283;1534.0;49.5102127246, 2.92274587645
46;LOT;;572;2949.0;49.5030115879, 2.91847060963
30;GARD;;807;1112.0;49.2500019505, 2.07000000511
48;LOZERE;;46;2142.0;49.2659696193, 2.07868419766
9;ARIEGE;;198;673.0;49.2160543636, 2.41604834152
81;TARN;;170;1827.0;49.2055519484, 2.354670005
11;AUDE;;51869;17494.0;49.2117073981, 2.44811878936
32;GERS;;1213;2222.0;49.4758152454, 2.88131445964
81;TARN;;223;1325.0;49.4076149948, 2.79545785844
12;AVEYRON;;3060;3385.0;49.2727388309, 2.66793587406
31;HAUTE-GARONNE;;166;668.0;49.2856886884, 2.49305037377
48;LOZERE;;41;4669.0;49.275723193, 2.49468164818
97;MARTINIQUE;;18452;5462.0;49.3832999954, 2.19999999929
59;NORD;;884;115.0;50.1089749999, 1.86554979495
59;NORD;;1141;1777.0;50.0999999956, 1.83333000229
24;DORDOGNE;;1677;3301.0;49.9666999954, 1.95000000828
16;CHARENTE;;339;903.0;49.8976488282, 2.29616846484
38;ISERE;;6588;541.0;49.8976488282, 2.29616846484
38;ISERE;;5028;832.0;49.8976488282, 2.29616846484
12;AVEYRON;;151;1539.0;49.9000000019, 2.3000000075
17;CHARENTE-MARITIME;;167;534.0;49.9115853703, 2.30380385551
39;JURA;;44;510.0;49.8976488282, 2.29616846484
54;MEURTHE-ET-MOSELLE;;208;800.0;49.9094849818, 2.26433300509
42;LOIRE;;638;1079.0;49.9383932699, 2.28494426668
89;YONNE;;991;2602.0;49.8976488282, 2.29616846484
89;YONNE;;182;1441.0;49.905783377, 2.47550462125
89;YONNE;;184;2194.0;49.8453562737, 2.38232506921
21;COTE-D'OR;;219;1669.0;49.6167000237, 2.60000001894
21;COTE-D'OR;;968;1601.0;49.8254593343, 2.92817698207
21;COTE-D'OR;;101;1867.0;49.7419845791, 3.06793139929
21;COTE-D'OR;;78;2371.0;49.7166999974, 2.95000000864
65;HAUTES-PYRENEES;;613;534.0;49.6499507456, 2.62281185265
30;GARD;;247;378.0;50.0616019886, 1.61207000535
37;INDRE-ET-LOIRE;;719;1858.0;50.0576019884, 1.59230000536
11;AUDE;;277;1202.0;50.0600019885, 1.60000000536
24;DORDOGNE;;321;1187.0;50.0887783578, 1.54915121456
2A;CORSE-DU-SUD;;66245;8314.0;49.9928913192, 1.87149060513
82;TARN-ET-GARONNE;;569;631.0;49.8491191847, 2.66042333755
49;MAINE-ET-LOIRE;;809;1828.0;49.8405789958, 1.9408894006
67;BAS-RHIN;;209;428.0;50.0122271412, 2.00181518288
16;CHARENTE;;379;1527.0;49.9832999956, 2.66667000985
74;HAUTE-SAVOIE;;1574;431.0;50.1344143826, 1.66933127195
30;GARD;;352;838.0;49.8770019805, 3.0410000048
62;PAS-DE-CALAIS;;2298;263.0;49.7759019756, 2.484770005
68;HAUT-RHIN;;816;676.0;49.7918438577, 2.46595739899
31;HAUTE-GARONNE;;260;972.0;49.7726013964, 2.48881389978
40;LANDES;;205;415.0;49.7683365616, 2.90228351343
69;RHONE;;972;793.0;50.0064204908, 3.01867326646
16;CHARENTE;;174;413.0;49.9321576585, 2.936279479
14;CALVADOS;;73;518.0;49.5796054885, 2.64965773121
14;CALVADOS;;1957;940.0;49.8239019779, 2.70061000492
44;LOIRE-ATLANTIQUE;;427;2272.0;49.698150424, 2.79044002981
53;MAYENNE;;225;1065.0;49.698150424, 2.79044002981
46;LOT;;406;1554.0;49.698150424, 2.79044002981
49;MAINE-ET-LOIRE;;4011;3956.0;49.9868475997, 1.55535682704
47;LOT-ET-GARONNE;;159;921.0;50.018656074, 2.08061862664
62;PAS-DE-CALAIS;;588;901.0;49.8707642879, 2.51897432326
64;PYRENEES-ATLANTIQUES;;784;850.0;49.9667000029, 3.0500000038
14;CALVADOS;;4299;680.0;49.4469008516, 1.80631760922
63;PUY-DE-DOME;;349;1166.0;49.8626061492, 2.27986217267
47;LOT-ET-GARONNE;;505;512.0;49.2546722644, 2.43669569313
71;SAONE-ET-LOIRE;;312;1097.0;50.0622695115, 1.38623414834
47;LOT-ET-GARONNE;;1198;733.0;49.3803663241, 2.46075128149
65;HAUTES-PYRENEES;;56;155.0;49.9335571501, 2.26741715078
56;MORBIHAN;;1882;6089.0;49.3715334761, 3.35034095574
31;HAUTE-GARONNE;;329;1942.0;49.3029491931, 2.53434534433
31;HAUTE-GARONNE;;73;251.0;49.2076911232, 2.05593305218
15;CANTAL;;400;2853.0;49.7642164888, 3.38143125709
56;MORBIHAN;;2375;6919.0;49.9137276384, 4.12626005856
54;MEURTHE-ET-MOSELLE;;288;1473.0;49.8976488282, 2.29616846484
56;MORBIHAN;;8666;2381.0;49.7012051869, 4.01792535089
85;VENDEE;;316;1388.0;49.7134503944, 3.35269073428
40;LANDES;;113;428.0;49.5800019667, 3.64779000455
36;INDRE;;375;2438.0;49.3009376602, 2.60376887519
15;CANTAL;;62;638.0;49.5521901759, 2.26347905223
66;PYRENEES-ORIENTALES;;2719;2558.0;50.1122849393, 1.86554067854
18;CHER;;600;4985.0;49.2079356352, 2.05675450214
18;CHER;;153;1330.0;49.1971446329, 2.20980520299
30;GARD;;370;947.0;49.2546722644, 2.43669569313
21;COTE-D'OR;;48;234.0;49.4167558741, 2.82616200887
18;CHER;;306;2221.0;49.8196223506, 2.74920517582
50;MANCHE;;504;1006.0;49.3009376602, 2.60376887519
65;HAUTES-PYRENEES;;12;580.0;49.9383258274, 2.28880474359
42;LOIRE;;1806;3078.0;49.5006179378, 2.92860797822
22;COTES-D'ARMOR;;603;1114.0;49.2112083229, 1.90630811916
52;HAUTE-MARNE;;441;783.0;49.3511595995, 2.7193760697
83;VAR;;11755;2158.0;49.3287323625, 2.44138872776
49;MAINE-ET-LOIRE;;2501;1218.0;49.4016103276, 2.96387542026
70;HAUTE-SAONE;;371;412.0;49.5082229184, 2.94727616866
16;CHARENTE;;9570;1273.0;49.1248036113, 3.36289711473
46;LOT;;189;1225.0;49.2995024489, 2.51508592607
56;MORBIHAN;;969;1712.0;50.2886508162, 1.7568764513
56;MORBIHAN;;6327;5203.0;49.3903368918, 2.25117486123
47;LOT-ET-GARONNE;;509;639.0;49.2727388309, 2.66793587406
68;HAUT-RHIN;;1122;1676.0;49.2210297224, 2.89855218499
65;HAUTES-PYRENEES;;119;828.0;49.4542081516, 3.06583876074
35;ILLE-ET-VILAINE;;7247;3027.0;49.5080424522, 2.22875419348
21;COTE-D'OR;;69;673.0;44.9454017142, -0.23265499437
13;BOUCHES-DU-RHONE;;5437;3019.0;44.8499999956, 0.800000005386
26;DROME;;380;1856.0;44.8500000035, 0.483333010561
30;GARD;;250;1062.0;45.1801509947, 0.769917050399
39;JURA;;342;356.0;44.829336338, 0.335990000777
1;AIN;;4528;1072.0;45.1239280336, 1.22852360997
49;MAINE-ET-LOIRE;;335;498.0;45.1096107485, 0.914912882694
63;PUY-DE-DOME;;636;2419.0;45.0104830714, 0.0513598441947
33;GIRONDE;;404;801.0;45.0978038123, 0.475710110282
63;PUY-DE-DOME;;450;557.0;45.1450054399, 0.527340874022
33;GIRONDE;;1035;2993.0;45.097651887, 1.32176799893
69;RHONE;;1430;1101.0;44.8937967859, -0.498721925786
49;MAINE-ET-LOIRE;;220;533.0;45.0167000002, -0.533332999587
54;MEURTHE-ET-MOSELLE;;107;597.0;45.0234760157, -0.585942048731
82;TARN-ET-GARONNE;;72;231.0;45.0159875247, -0.532376600308
65;HAUTES-PYRENEES;;120;507.0;45.0198749141, -0.552844566222
44;LOIRE-ATLANTIQUE;;4554;1831.0;44.6816166003, -1.01516770732
